year,fips_code,state,county_name,population
2013,26087,MI,Lapeer County,88307
2014,26087,MI,Lapeer County,88237
2015,26087,MI,Lapeer County,88444
2016,26087,MI,Lapeer County,88340
2010,26089,MI,Leelanau County,21713
2011,26089,MI,Leelanau County,21638
2012,26089,MI,Leelanau County,21609
2013,26089,MI,Leelanau County,21695
2014,26089,MI,Leelanau County,21834
2015,26089,MI,Leelanau County,21918
2016,26089,MI,Leelanau County,21765
2010,26091,MI,Lenawee County,99635
2011,26091,MI,Lenawee County,99302
2012,26091,MI,Lenawee County,98994
2013,26091,MI,Lenawee County,98784
2014,26091,MI,Lenawee County,98696
2015,26091,MI,Lenawee County,98389
2016,26091,MI,Lenawee County,98504
2010,26093,MI,Livingston County,181028
2011,26093,MI,Livingston County,182380
2012,26093,MI,Livingston County,183059
2013,26093,MI,Livingston County,184445
2014,26093,MI,Livingston County,185727
2015,26093,MI,Livingston County,187350
2016,26093,MI,Livingston County,188624
2010,26095,MI,Luce County,6604
2011,26095,MI,Luce County,6525
2012,26095,MI,Luce County,6497
2013,26095,MI,Luce County,6525
2014,26095,MI,Luce County,6435
2015,26095,MI,Luce County,6438
2016,26095,MI,Luce County,6358
2010,26097,MI,Mackinac County,11088
2011,26097,MI,Mackinac County,11071
2012,26097,MI,Mackinac County,11135
2013,26097,MI,Mackinac County,11071
2014,26097,MI,Mackinac County,11066
2015,26097,MI,Mackinac County,10897
2016,26097,MI,Mackinac County,10820
2010,26099,MI,Macomb County,841292
2011,26099,MI,Macomb County,843299
2012,26099,MI,Macomb County,848588
2013,26099,MI,Macomb County,855885
2014,26099,MI,Macomb County,861804
2015,26099,MI,Macomb County,864507
2016,26099,MI,Macomb County,867730
2010,26101,MI,Manistee County,24579
2011,26101,MI,Manistee County,24734
2012,26101,MI,Manistee County,24639
2013,26101,MI,Manistee County,24444
2014,26101,MI,Manistee County,24409
2015,26101,MI,Manistee County,24458
2016,26101,MI,Manistee County,24373
2010,26103,MI,Marquette County,67109
2011,26103,MI,Marquette County,67439
2012,26103,MI,Marquette County,67814
2013,26103,MI,Marquette County,67776
2014,26103,MI,Marquette County,67761
2015,26103,MI,Marquette County,67305
2016,26103,MI,Marquette County,66435
2010,26105,MI,Mason County,28730
2011,26105,MI,Mason County,28648
2012,26105,MI,Mason County,28672
2013,26105,MI,Mason County,28656
2014,26105,MI,Mason County,28761
2015,26105,MI,Mason County,28812
2016,26105,MI,Mason County,28876
2010,26107,MI,Mecosta County,42843
2011,26107,MI,Mecosta County,43445
2012,26107,MI,Mecosta County,43515
2013,26107,MI,Mecosta County,43265
2014,26107,MI,Mecosta County,43204
2015,26107,MI,Mecosta County,43092
2016,26107,MI,Mecosta County,43221
2010,26109,MI,Menominee County,23976
2011,26109,MI,Menominee County,23917
2012,26109,MI,Menominee County,23734
2013,26109,MI,Menominee County,23739
2014,26109,MI,Menominee County,23574
2015,26109,MI,Menominee County,23514
2016,26109,MI,Menominee County,23281
2010,26111,MI,Midland County,83663
2011,26111,MI,Midland County,83755
2012,26111,MI,Midland County,83678
2013,26111,MI,Midland County,83578
2014,26111,MI,Midland County,83459
2015,26111,MI,Midland County,83618
2016,26111,MI,Midland County,83462
2010,26113,MI,Missaukee County,14814
2011,26113,MI,Missaukee County,14950
2012,26113,MI,Missaukee County,15039
2013,26113,MI,Missaukee County,15083
2014,26113,MI,Missaukee County,15011
2015,26113,MI,Missaukee County,14927
2016,26113,MI,Missaukee County,15102
2010,26115,MI,Monroe County,151946
2011,26115,MI,Monroe County,151513
2012,26115,MI,Monroe County,150862
2013,26115,MI,Monroe County,150224
2014,26115,MI,Monroe County,149936
2015,26115,MI,Monroe County,149494
2016,26115,MI,Monroe County,149208
2010,26117,MI,Montcalm County,63309
2011,26117,MI,Montcalm County,63224
2012,26117,MI,Montcalm County,63103
2013,26117,MI,Montcalm County,62840
2014,26117,MI,Montcalm County,62867
2015,26117,MI,Montcalm County,62826
2016,26117,MI,Montcalm County,62974
2010,26119,MI,Montmorency County,9775
2011,26119,MI,Montmorency County,9593
2012,26119,MI,Montmorency County,9491
2013,26119,MI,Montmorency County,9361
2014,26119,MI,Montmorency County,9293
2015,26119,MI,Montmorency County,9265
2016,26119,MI,Montmorency County,9173
2010,26121,MI,Muskegon County,171922
2011,26121,MI,Muskegon County,169979
2012,26121,MI,Muskegon County,170126
2013,26121,MI,Muskegon County,172230
2014,26121,MI,Muskegon County,172281
2015,26121,MI,Muskegon County,172697
2016,26121,MI,Muskegon County,173408
2010,26123,MI,Newaygo County,48379
2011,26123,MI,Newaygo County,48434
2012,26123,MI,Newaygo County,47976
2013,26123,MI,Newaygo County,47968
2014,26123,MI,Newaygo County,47920
2015,26123,MI,Newaygo County,47984
2016,26123,MI,Newaygo County,47938
2010,26125,MI,Oakland County,1202950
2011,26125,MI,Oakland County,1211103
2012,26125,MI,Oakland County,1221138
2013,26125,MI,Oakland County,1231947
2014,26125,MI,Oakland County,1238718
2015,26125,MI,Oakland County,1240301
2016,26125,MI,Oakland County,1243970
2010,26127,MI,Oceana County,26523
2011,26127,MI,Oceana County,26409
2012,26127,MI,Oceana County,26246
2013,26127,MI,Oceana County,26194
2014,26127,MI,Oceana County,26175
2015,26127,MI,Oceana County,26118
2016,26127,MI,Oceana County,26027
2010,26129,MI,Ogemaw County,21636
2011,26129,MI,Ogemaw County,21541
2012,26129,MI,Ogemaw County,21424
2013,26129,MI,Ogemaw County,21211
2014,26129,MI,Ogemaw County,21024
2015,26129,MI,Ogemaw County,20950
2016,26129,MI,Ogemaw County,20904
2010,26131,MI,Ontonagon County,6750
2011,26131,MI,Ontonagon County,6626
2012,26131,MI,Ontonagon County,6417
2013,26131,MI,Ontonagon County,6314
2014,26131,MI,Ontonagon County,6173
2015,26131,MI,Ontonagon County,6008
2016,26131,MI,Ontonagon County,5911
2010,26133,MI,Osceola County,23512
2011,26133,MI,Osceola County,23454
2012,26133,MI,Osceola County,23274
2013,26133,MI,Osceola County,23261
2014,26133,MI,Osceola County,23151
2015,26133,MI,Osceola County,23066
2016,26133,MI,Osceola County,23110
2010,26135,MI,Oscoda County,8603
2011,26135,MI,Oscoda County,8650
2012,26135,MI,Oscoda County,8596
2013,26135,MI,Oscoda County,8377
2014,26135,MI,Oscoda County,8353
2015,26135,MI,Oscoda County,8278
2016,26135,MI,Oscoda County,8264
2010,26137,MI,Otsego County,24152
2011,26137,MI,Otsego County,24131
2012,26137,MI,Otsego County,24039
2013,26137,MI,Otsego County,24104
2014,26137,MI,Otsego County,24134
2015,26137,MI,Otsego County,24244
2016,26137,MI,Otsego County,24470
2010,26139,MI,Ottawa County,264142
2011,26139,MI,Ottawa County,266387
2012,26139,MI,Ottawa County,270146
2013,26139,MI,Ottawa County,273531
2014,26139,MI,Ottawa County,276963
2015,26139,MI,Ottawa County,280023
2016,26139,MI,Ottawa County,282250
2010,26141,MI,Presque Isle County,13303
2011,26141,MI,Presque Isle County,13185
2012,26141,MI,Presque Isle County,13119
2013,26141,MI,Presque Isle County,13049
2014,26141,MI,Presque Isle County,12998
2015,26141,MI,Presque Isle County,12849
2016,26141,MI,Presque Isle County,12762
2010,26143,MI,Roscommon County,24469
2011,26143,MI,Roscommon County,24313
2012,26143,MI,Roscommon County,24131
2013,26143,MI,Roscommon County,23935
2014,26143,MI,Roscommon County,23932
2015,26143,MI,Roscommon County,23803
2016,26143,MI,Roscommon County,23700
2010,26145,MI,Saginaw County,199916
2011,26145,MI,Saginaw County,198838
2012,26145,MI,Saginaw County,198352
2013,26145,MI,Saginaw County,196785
2014,26145,MI,Saginaw County,195252
2015,26145,MI,Saginaw County,193290
2016,26145,MI,Saginaw County,192326
2010,26147,MI,St. Clair County,162681
2011,26147,MI,St. Clair County,161530
2012,26147,MI,St. Clair County,160572
2013,26147,MI,St. Clair County,160206
2014,26147,MI,St. Clair County,160107
2015,26147,MI,St. Clair County,159874
2016,26147,MI,St. Clair County,159587
2010,26149,MI,St. Joseph County,61288
2011,26149,MI,St. Joseph County,61062
2012,26149,MI,St. Joseph County,60946
2013,26149,MI,St. Joseph County,60938
2014,26149,MI,St. Joseph County,61035
2015,26149,MI,St. Joseph County,60843
2016,26149,MI,St. Joseph County,60853
2010,26151,MI,Sanilac County,43077
2011,26151,MI,Sanilac County,42719
2012,26151,MI,Sanilac County,42344
2013,26151,MI,Sanilac County,41907
2014,26151,MI,Sanilac County,41667
2015,26151,MI,Sanilac County,41476
2016,26151,MI,Sanilac County,41409
2010,26153,MI,Schoolcraft County,8477
2011,26153,MI,Schoolcraft County,8478
2012,26153,MI,Schoolcraft County,8358
2013,26153,MI,Schoolcraft County,8250
2014,26153,MI,Schoolcraft County,8162
2015,26153,MI,Schoolcraft County,8157
2016,26153,MI,Schoolcraft County,8001
2010,26155,MI,Shiawassee County,70602
2011,26155,MI,Shiawassee County,69952
2012,26155,MI,Shiawassee County,69263
2013,26155,MI,Shiawassee County,68825
2014,26155,MI,Shiawassee County,68839
2015,26155,MI,Shiawassee County,68517
2016,26155,MI,Shiawassee County,68554
2010,26157,MI,Tuscola County,55695
2011,26157,MI,Tuscola County,55390
2012,26157,MI,Tuscola County,54716
2013,26157,MI,Tuscola County,54221
2014,26157,MI,Tuscola County,53991
2015,26157,MI,Tuscola County,53804
2016,26157,MI,Tuscola County,53338
2010,26159,MI,Van Buren County,76157
2011,26159,MI,Van Buren County,75913
2012,26159,MI,Van Buren County,75268
2013,26159,MI,Van Buren County,75330
2014,26159,MI,Van Buren County,75193
2015,26159,MI,Van Buren County,75064
2016,26159,MI,Van Buren County,75223
2010,26161,MI,Washtenaw County,345568
2011,26161,MI,Washtenaw County,349071
2012,26161,MI,Washtenaw County,351299
2013,26161,MI,Washtenaw County,354573
2014,26161,MI,Washtenaw County,358980
2015,26161,MI,Washtenaw County,360847
2016,26161,MI,Washtenaw County,364709
2010,26163,MI,Wayne County,1815225
2011,26163,MI,Wayne County,1800915
2012,26163,MI,Wayne County,1791995
2013,26163,MI,Wayne County,1774623
2014,26163,MI,Wayne County,1764919
2015,26163,MI,Wayne County,1757062
2016,26163,MI,Wayne County,1749366
2010,26165,MI,Wexford County,32758
2011,26165,MI,Wexford County,32679
2012,26165,MI,Wexford County,32584
2013,26165,MI,Wexford County,32533
2014,26165,MI,Wexford County,32898
2015,26165,MI,Wexford County,32966
2016,26165,MI,Wexford County,33163
2010,27001,MN,Aitkin County,16218
2011,27001,MN,Aitkin County,16097
2012,27001,MN,Aitkin County,15930
2013,27001,MN,Aitkin County,15739
2014,27001,MN,Aitkin County,15689
2015,27001,MN,Aitkin County,15669
2016,27001,MN,Aitkin County,15583
2010,27003,MN,Anoka County,331470
2011,27003,MN,Anoka County,332838
2012,27003,MN,Anoka County,335978
2013,27003,MN,Anoka County,338907
2014,27003,MN,Anoka County,341581
2015,27003,MN,Anoka County,343822
2016,27003,MN,Anoka County,345957
2010,27005,MN,Becker County,32537
2011,27005,MN,Becker County,32815
2012,27005,MN,Becker County,33042
2013,27005,MN,Becker County,33266
2014,27005,MN,Becker County,33327
2015,27005,MN,Becker County,33492
2016,27005,MN,Becker County,33734
2010,27007,MN,Beltrami County,44581
2011,27007,MN,Beltrami County,45111
2012,27007,MN,Beltrami County,45226
2013,27007,MN,Beltrami County,45545
2014,27007,MN,Beltrami County,45667
2015,27007,MN,Beltrami County,45674
2016,27007,MN,Beltrami County,46106
2010,27009,MN,Benton County,38469
2011,27009,MN,Benton County,38844
2012,27009,MN,Benton County,38883
2013,27009,MN,Benton County,39248
2014,27009,MN,Benton County,39440
2015,27009,MN,Benton County,39723
2016,27009,MN,Benton County,39992
2010,27011,MN,Big Stone County,5260
2011,27011,MN,Big Stone County,5226
2012,27011,MN,Big Stone County,5168
2013,27011,MN,Big Stone County,5111
2014,27011,MN,Big Stone County,5121
2015,27011,MN,Big Stone County,5038
2016,27011,MN,Big Stone County,5050
2010,27013,MN,Blue Earth County,64097
2011,27013,MN,Blue Earth County,64355
2012,27013,MN,Blue Earth County,65049
2013,27013,MN,Blue Earth County,64894
2014,27013,MN,Blue Earth County,65460
2015,27013,MN,Blue Earth County,65777
2016,27013,MN,Blue Earth County,66441
2010,27015,MN,Brown County,25856
2011,27015,MN,Brown County,25665
2012,27015,MN,Brown County,25412
2013,27015,MN,Brown County,25279
2014,27015,MN,Brown County,25295
2015,27015,MN,Brown County,25317
2016,27015,MN,Brown County,25331
2010,27017,MN,Carlton County,35416
2011,27017,MN,Carlton County,35477
2012,27017,MN,Carlton County,35317
2013,27017,MN,Carlton County,35364
2014,27017,MN,Carlton County,35457
2015,27017,MN,Carlton County,35536
2016,27017,MN,Carlton County,35738
2010,27019,MN,Carver County,91401
2011,27019,MN,Carver County,92835
2012,27019,MN,Carver County,93896
2013,27019,MN,Carver County,95624
2014,27019,MN,Carver County,97323
2015,27019,MN,Carver County,98610
2016,27019,MN,Carver County,100262
2010,27021,MN,Cass County,28650
2011,27021,MN,Cass County,28397
2012,27021,MN,Cass County,28425
2013,27021,MN,Cass County,28525
2014,27021,MN,Cass County,28554
2015,27021,MN,Cass County,28668
2016,27021,MN,Cass County,28993
2010,27023,MN,Chippewa County,12449
2011,27023,MN,Chippewa County,12337
2012,27023,MN,Chippewa County,12155
2013,27023,MN,Chippewa County,12108
2014,27023,MN,Chippewa County,12099
2015,27023,MN,Chippewa County,12134
2016,27023,MN,Chippewa County,12133
2010,27025,MN,Chisago County,53914
2011,27025,MN,Chisago County,53753
2012,27025,MN,Chisago County,53490
2013,27025,MN,Chisago County,53733
2014,27025,MN,Chisago County,53924
2015,27025,MN,Chisago County,54308
2016,27025,MN,Chisago County,54748
2010,27027,MN,Clay County,59148
2011,27027,MN,Clay County,59950
2012,27027,MN,Clay County,60210
2013,27027,MN,Clay County,60588
2014,27027,MN,Clay County,61219
2015,27027,MN,Clay County,62118
2016,27027,MN,Clay County,62875
2010,27029,MN,Clearwater County,8702
2011,27029,MN,Clearwater County,8701
2012,27029,MN,Clearwater County,8670
2013,27029,MN,Clearwater County,8776
2014,27029,MN,Clearwater County,8772
2015,27029,MN,Clearwater County,8775
2016,27029,MN,Clearwater County,8827
2010,27031,MN,Cook County,5163
2011,27031,MN,Cook County,5206
2012,27031,MN,Cook County,5183
2013,27031,MN,Cook County,5176
2014,27031,MN,Cook County,5220
2015,27031,MN,Cook County,5208
2016,27031,MN,Cook County,5286
2010,27033,MN,Cottonwood County,11699
2011,27033,MN,Cottonwood County,11745
2012,27033,MN,Cottonwood County,11636
2013,27033,MN,Cottonwood County,11618
2014,27033,MN,Cottonwood County,11556
2015,27033,MN,Cottonwood County,11504
2016,27033,MN,Cottonwood County,11470
2010,27035,MN,Crow Wing County,62626
2011,27035,MN,Crow Wing County,62661
2012,27035,MN,Crow Wing County,62866
2013,27035,MN,Crow Wing County,63099
2014,27035,MN,Crow Wing County,63251
2015,27035,MN,Crow Wing County,63451
2016,27035,MN,Crow Wing County,63940
2010,27037,MN,Dakota County,399237
2011,27037,MN,Dakota County,401969
2012,27037,MN,Dakota County,404893
2013,27037,MN,Dakota County,408351
2014,27037,MN,Dakota County,411979
2015,27037,MN,Dakota County,414299
2016,27037,MN,Dakota County,417486
2010,27039,MN,Dodge County,20157
2011,27039,MN,Dodge County,20192
2012,27039,MN,Dodge County,20248
2013,27039,MN,Dodge County,20314
2014,27039,MN,Dodge County,20350
2015,27039,MN,Dodge County,20381
2016,27039,MN,Dodge County,20506
2010,27041,MN,Douglas County,35997
2011,27041,MN,Douglas County,36275
2012,27041,MN,Douglas County,36446
2013,27041,MN,Douglas County,36545
2014,27041,MN,Douglas County,36804
2015,27041,MN,Douglas County,37057
2016,27041,MN,Douglas County,37456
2010,27043,MN,Faribault County,14487
2011,27043,MN,Faribault County,14526
2012,27043,MN,Faribault County,14250
2013,27043,MN,Faribault County,14171
2014,27043,MN,Faribault County,14182
2015,27043,MN,Faribault County,14057
2016,27043,MN,Faribault County,13935
2010,27045,MN,Fillmore County,20831
2011,27045,MN,Fillmore County,20879
2012,27045,MN,Fillmore County,20893
2013,27045,MN,Fillmore County,20823
2014,27045,MN,Fillmore County,20835
2015,27045,MN,Fillmore County,20832
2016,27045,MN,Fillmore County,21003
2010,27047,MN,Freeborn County,31210
2011,27047,MN,Freeborn County,31093
2012,27047,MN,Freeborn County,31035
2013,27047,MN,Freeborn County,30936
2014,27047,MN,Freeborn County,30768
2015,27047,MN,Freeborn County,30570
2016,27047,MN,Freeborn County,30446
2010,27049,MN,Goodhue County,46201
2011,27049,MN,Goodhue County,46282
2012,27049,MN,Goodhue County,46399
2013,27049,MN,Goodhue County,46390
2014,27049,MN,Goodhue County,46349
2015,27049,MN,Goodhue County,46438
2016,27049,MN,Goodhue County,46676
2010,27051,MN,Grant County,6004
2011,27051,MN,Grant County,6003
2012,27051,MN,Grant County,5945
2013,27051,MN,Grant County,5982
2014,27051,MN,Grant County,5953
2015,27051,MN,Grant County,5878
2016,27051,MN,Grant County,5956
2010,27053,MN,Hennepin County,1154385
2011,27053,MN,Hennepin County,1169416
2012,27053,MN,Hennepin County,1184361
2013,27053,MN,Hennepin County,1198619
2014,27053,MN,Hennepin County,1210404
2015,27053,MN,Hennepin County,1220459
2016,27053,MN,Hennepin County,1232483
2010,27055,MN,Houston County,19001
2011,27055,MN,Houston County,18920
2012,27055,MN,Houston County,18815
2013,27055,MN,Houston County,18818
2014,27055,MN,Houston County,18737
2015,27055,MN,Houston County,18770
2016,27055,MN,Houston County,18814
2010,27057,MN,Hubbard County,20424
2011,27057,MN,Hubbard County,20515
2012,27057,MN,Hubbard County,20472
2013,27057,MN,Hubbard County,20722
2014,27057,MN,Hubbard County,20617
2015,27057,MN,Hubbard County,20671
2016,27057,MN,Hubbard County,20718
2010,27059,MN,Isanti County,37879
2011,27059,MN,Isanti County,38245
2012,27059,MN,Isanti County,38242
2013,27059,MN,Isanti County,38186
2014,27059,MN,Isanti County,38401
2015,27059,MN,Isanti County,38453
2016,27059,MN,Isanti County,39025
2010,27061,MN,Itasca County,45016
2011,27061,MN,Itasca County,45118
2012,27061,MN,Itasca County,45231
2013,27061,MN,Itasca County,45442
2014,27061,MN,Itasca County,45467
2015,27061,MN,Itasca County,45397
2016,27061,MN,Itasca County,45242
2010,27063,MN,Jackson County,10264
2011,27063,MN,Jackson County,10191
2012,27063,MN,Jackson County,10288
2013,27063,MN,Jackson County,10255
2014,27063,MN,Jackson County,10246
2015,27063,MN,Jackson County,10084
2016,27063,MN,Jackson County,9944
2010,27065,MN,Kanabec County,16224
2011,27065,MN,Kanabec County,16246
2012,27065,MN,Kanabec County,15992
2013,27065,MN,Kanabec County,16011
2014,27065,MN,Kanabec County,15937
2015,27065,MN,Kanabec County,15820
2016,27065,MN,Kanabec County,15830
2010,27067,MN,Kandiyohi County,42247
2011,27067,MN,Kandiyohi County,42261
2012,27067,MN,Kandiyohi County,42452
2013,27067,MN,Kandiyohi County,42546
2014,27067,MN,Kandiyohi County,42498
2015,27067,MN,Kandiyohi County,42559
2016,27067,MN,Kandiyohi County,42495
2010,27069,MN,Kittson County,4544
2011,27069,MN,Kittson County,4538
2012,27069,MN,Kittson County,4506
2013,27069,MN,Kittson County,4490
2014,27069,MN,Kittson County,4443
2015,27069,MN,Kittson County,4405
2016,27069,MN,Kittson County,4333
2010,27071,MN,Koochiching County,13307
2011,27071,MN,Koochiching County,13245
2012,27071,MN,Koochiching County,13190
2013,27071,MN,Koochiching County,13121
2014,27071,MN,Koochiching County,12880
2015,27071,MN,Koochiching County,12829
2016,27071,MN,Koochiching County,12628
2010,27073,MN,Lac qui Parle County,7235
2011,27073,MN,Lac qui Parle County,7233
2012,27073,MN,Lac qui Parle County,7122
2013,27073,MN,Lac qui Parle County,7004
2014,27073,MN,Lac qui Parle County,6887
2015,27073,MN,Lac qui Parle County,6852
2016,27073,MN,Lac qui Parle County,6715
2010,27075,MN,Lake County,10873
2011,27075,MN,Lake County,10819
2012,27075,MN,Lake County,10844
2013,27075,MN,Lake County,10805
2014,27075,MN,Lake County,10697
2015,27075,MN,Lake County,10636
2016,27075,MN,Lake County,10625
2010,27077,MN,Lake of the Woods County,4033
2011,27077,MN,Lake of the Woods County,4013
2012,27077,MN,Lake of the Woods County,3956
2013,27077,MN,Lake of the Woods County,3922
2014,27077,MN,Lake of the Woods County,3907
2015,27077,MN,Lake of the Woods County,3906
2016,27077,MN,Lake of the Woods County,3814
2010,27079,MN,Le Sueur County,27700
2011,27079,MN,Le Sueur County,27808
2012,27079,MN,Le Sueur County,27643
2013,27079,MN,Le Sueur County,27650
2014,27079,MN,Le Sueur County,27734
2015,27079,MN,Le Sueur County,27630
2016,27079,MN,Le Sueur County,27591
2010,27081,MN,Lincoln County,5885
2011,27081,MN,Lincoln County,5857
2012,27081,MN,Lincoln County,5805
2013,27081,MN,Lincoln County,5803
2014,27081,MN,Lincoln County,5805
2015,27081,MN,Lincoln County,5767
2016,27081,MN,Lincoln County,5783
2010,27083,MN,Lyon County,25858
2011,27083,MN,Lyon County,25815
2012,27083,MN,Lyon County,25625
2013,27083,MN,Lyon County,25675
2014,27083,MN,Lyon County,25681
2015,27083,MN,Lyon County,25671
2016,27083,MN,Lyon County,25699
2010,27085,MN,McLeod County,36607
2011,27085,MN,McLeod County,36420
2012,27085,MN,McLeod County,36013
2013,27085,MN,McLeod County,35977
2014,27085,MN,McLeod County,35881
2015,27085,MN,McLeod County,35919
2016,27085,MN,McLeod County,35842
2010,27087,MN,Mahnomen County,5425
2011,27087,MN,Mahnomen County,5490
2012,27087,MN,Mahnomen County,5515
2013,27087,MN,Mahnomen County,5482
2014,27087,MN,Mahnomen County,5507
2015,27087,MN,Mahnomen County,5430
2016,27087,MN,Mahnomen County,5465
2010,27089,MN,Marshall County,9437
2011,27089,MN,Marshall County,9473
2012,27089,MN,Marshall County,9468
2013,27089,MN,Marshall County,9437
2014,27089,MN,Marshall County,9410
2015,27089,MN,Marshall County,9388
2016,27089,MN,Marshall County,9324
2010,27091,MN,Martin County,20819
2011,27091,MN,Martin County,20628
2012,27091,MN,Martin County,20476
2013,27091,MN,Martin County,20422
2014,27091,MN,Martin County,20228
2015,27091,MN,Martin County,20010
2016,27091,MN,Martin County,19829
2010,27093,MN,Meeker County,23323
2011,27093,MN,Meeker County,23216
2012,27093,MN,Meeker County,23057
2013,27093,MN,Meeker County,23098
2014,27093,MN,Meeker County,23128
2015,27093,MN,Meeker County,23075
2016,27093,MN,Meeker County,23110
2010,27095,MN,Mille Lacs County,26094
2011,27095,MN,Mille Lacs County,25883
2012,27095,MN,Mille Lacs County,25727
2013,27095,MN,Mille Lacs County,25824
2014,27095,MN,Mille Lacs County,25781
2015,27095,MN,Mille Lacs County,25743
2016,27095,MN,Mille Lacs County,25866
2010,27097,MN,Morrison County,33230
2011,27097,MN,Morrison County,33245
2012,27097,MN,Morrison County,33085
2013,27097,MN,Morrison County,32831
2014,27097,MN,Morrison County,32786
2015,27097,MN,Morrison County,32725
2016,27097,MN,Morrison County,32821
2010,27099,MN,Mower County,39188
2011,27099,MN,Mower County,39275
2012,27099,MN,Mower County,39332
2013,27099,MN,Mower County,39262
2014,27099,MN,Mower County,39266
2015,27099,MN,Mower County,39215
2016,27099,MN,Mower County,39163
2010,27101,MN,Murray County,8692
2011,27101,MN,Murray County,8659
2012,27101,MN,Murray County,8588
2013,27101,MN,Murray County,8544
2014,27101,MN,Murray County,8443
2015,27101,MN,Murray County,8412
2016,27101,MN,Murray County,8329
2010,27103,MN,Nicollet County,32747
2011,27103,MN,Nicollet County,32964
2012,27103,MN,Nicollet County,32960
2013,27103,MN,Nicollet County,32926
2014,27103,MN,Nicollet County,33267
2015,27103,MN,Nicollet County,33401
2016,27103,MN,Nicollet County,33575
2010,27105,MN,Nobles County,21396
2011,27105,MN,Nobles County,21587
2012,27105,MN,Nobles County,21708
2013,27105,MN,Nobles County,21750
2014,27105,MN,Nobles County,21622
2015,27105,MN,Nobles County,21717
2016,27105,MN,Nobles County,21848
2010,27107,MN,Norman County,6849
2011,27107,MN,Norman County,6847
2012,27107,MN,Norman County,6645
2013,27107,MN,Norman County,6659
2014,27107,MN,Norman County,6637
2015,27107,MN,Norman County,6672
2016,27107,MN,Norman County,6579
2010,27109,MN,Olmsted County,144527
2011,27109,MN,Olmsted County,145932
2012,27109,MN,Olmsted County,147066
2013,27109,MN,Olmsted County,149033
2014,27109,MN,Olmsted County,150068
2015,27109,MN,Olmsted County,151251
2016,27109,MN,Olmsted County,153102
2010,27111,MN,Otter Tail County,57283
2011,27111,MN,Otter Tail County,57357
2012,27111,MN,Otter Tail County,57339
2013,27111,MN,Otter Tail County,57611
2014,27111,MN,Otter Tail County,57659
2015,27111,MN,Otter Tail County,57774
2016,27111,MN,Otter Tail County,58085
2010,27113,MN,Pennington County,13962
2011,27113,MN,Pennington County,14046
2012,27113,MN,Pennington County,14091
2013,27113,MN,Pennington County,14120
2014,27113,MN,Pennington County,14082
2015,27113,MN,Pennington County,14253
2016,27113,MN,Pennington County,14235
2010,27115,MN,Pine County,29722
2011,27115,MN,Pine County,29625
2012,27115,MN,Pine County,29218
2013,27115,MN,Pine County,29081
2014,27115,MN,Pine County,29118
2015,27115,MN,Pine County,29046
2016,27115,MN,Pine County,28874
2010,27117,MN,Pipestone County,9593
2011,27117,MN,Pipestone County,9527
2012,27117,MN,Pipestone County,9380
2013,27117,MN,Pipestone County,9288
2014,27117,MN,Pipestone County,9293
2015,27117,MN,Pipestone County,9262
2016,27117,MN,Pipestone County,9202
2010,27119,MN,Polk County,31629
2011,27119,MN,Polk County,31548
2012,27119,MN,Polk County,31492
2013,27119,MN,Polk County,31649
2014,27119,MN,Polk County,31471
2015,27119,MN,Polk County,31480
2016,27119,MN,Polk County,31660
2010,27121,MN,Pope County,10964
2011,27121,MN,Pope County,10923
2012,27121,MN,Pope County,10929
2013,27121,MN,Pope County,10921
2014,27121,MN,Pope County,10949
2015,27121,MN,Pope County,11029
2016,27121,MN,Pope County,11049
2010,27123,MN,Ramsey County,509490
2011,27123,MN,Ramsey County,515954
2012,27123,MN,Ramsey County,521142
2013,27123,MN,Ramsey County,527378
2014,27123,MN,Ramsey County,532402
2015,27123,MN,Ramsey County,536071
2016,27123,MN,Ramsey County,540649
2010,27125,MN,Red Lake County,4076
2011,27125,MN,Red Lake County,4107
2012,27125,MN,Red Lake County,4083
2013,27125,MN,Red Lake County,4055
2014,27125,MN,Red Lake County,4016
2015,27125,MN,Red Lake County,4049
2016,27125,MN,Red Lake County,4007
2010,27127,MN,Redwood County,16047
2011,27127,MN,Redwood County,16084
2012,27127,MN,Redwood County,15877
2013,27127,MN,Redwood County,15723
2014,27127,MN,Redwood County,15542
2015,27127,MN,Redwood County,15484
2016,27127,MN,Redwood County,15263
2010,27129,MN,Renville County,15683
2011,27129,MN,Renville County,15457
2012,27129,MN,Renville County,15348
2013,27129,MN,Renville County,15121
2014,27129,MN,Renville County,14983
2015,27129,MN,Renville County,14861
2016,27129,MN,Renville County,14660
2010,27131,MN,Rice County,64241
2011,27131,MN,Rice County,64907
2012,27131,MN,Rice County,64885
2013,27131,MN,Rice County,64757
2014,27131,MN,Rice County,65040
2015,27131,MN,Rice County,65278
2016,27131,MN,Rice County,65622
2010,27133,MN,Rock County,9664
2011,27133,MN,Rock County,9635
2012,27133,MN,Rock County,9559
2013,27133,MN,Rock County,9522
2014,27133,MN,Rock County,9519
2015,27133,MN,Rock County,9608
2016,27133,MN,Rock County,9564
2010,27135,MN,Roseau County,15571
2011,27135,MN,Roseau County,15523
2012,27135,MN,Roseau County,15503
2013,27135,MN,Roseau County,15523
2014,27135,MN,Roseau County,15712
2015,27135,MN,Roseau County,15679
2016,27135,MN,Roseau County,15626
2010,27137,MN,St. Louis County,200161
